edge_id,edge_type,from_node,to_node,from_type,to_type,properties
CT_000030,RECEIVES,TXN_IN_0015,CUS_001,Transaction,Company,收款-中国建筑集团有限公司收到中国北方稀土(集团)高科技股份有限公司付款
CT_000031,PAYS,ORG_005,TXN_IN_0016,Company,Transaction,付款-中国北方稀土(集团)高科技股份有限公司向中国建筑集团有限公司支付
CT_000032,RECEIVES,TXN_IN_0016,CUS_001,Transaction,Company,收款-中国建筑集团有限公司收到中国北方稀土(集团)高科技股份有限公司付款
CT_000033,PAYS,SUP_009,TXN_IN_0017,Company,Transaction,付款-中国有色金属建设股份有限公司向株洲时代新材料科技股份有限公司支付
CT_000034,RECEIVES,TXN_IN_0017,CUS_016,Transaction,Company,收款-株洲时代新材料科技股份有限公司收到中国有色金属建设股份有限公司付款
CT_000035,PAYS,SUP_009,TXN_IN_0018,Company,Transaction,付款-中国有色金属建设股份有限公司向株洲时代新材料科技股份有限公司支付
CT_000036,RECEIVES,TXN_IN_0018,CUS_016,Transaction,Company,收款-株洲时代新材料科技股份有限公司收到中国有色金属建设股份有限公司付款
CT_000037,PAYS,SUP_022,TXN_IN_0019,Company,Transaction,付款-广联达科技股份有限公司向中国建筑股份有限公司支付
CT_000038,RECEIVES,TXN_IN_0019,ORG_002,Transaction,Company,收款-中国建筑股份有限公司收到广联达科技股份有限公司付款
CT_000039,PAYS,SUP_022,TXN_IN_0020,Company,Transaction,付款-广联达科技股份有限公司向中国建筑股份有限公司支付
CT_000040,RECEIVES,TXN_IN_0020,ORG_002,Transaction,Company,收款-中国建筑股份有限公司收到广联达科技股份有限公司付款
CT_000041,PAYS,SUP_017,TXN_IN_0021,Company,Transaction,付款-东方电气股份有限公司向金科地产支付
CT_000042,RECEIVES,TXN_IN_0021,CUS_022,Transaction,Company,收款-金科地产收到东方电气股份有限公司付款
CT_000043,PAYS,SUP_017,TXN_IN_0022,Company,Transaction,付款-东方电气股份有限公司向金科地产支付
CT_000044,RECEIVES,TXN_IN_0022,CUS_022,Transaction,Company,收款-金科地产收到东方电气股份有限公司付款
CT_000045,PAYS,SUP_025,TXN_IN_0023,Company,Transaction,付款-永兴特种材料科技股份有限公司向中国中车集团有限公司支付
CT_000046,RECEIVES,TXN_IN_0023,ORG_013,Transaction,Company,收款-中国中车集团有限公司收到永兴特种材料科技股份有限公司付款
CT_000047,PAYS,SUP_025,TXN_IN_0024,Company,Transaction,付款-永兴特种材料科技股份有限公司向中国中车集团有限公司支付
CT_000048,RECEIVES,TXN_IN_0024,ORG_013,Transaction,Company,收款-中国中车集团有限公司收到永兴特种材料科技股份有限公司付款
CT_000049,PAYS,SUP_012,TXN_IN_0025,Company,Transaction,付款-上海振华重工(集团)股份有限公司向国家能源投资集团有限责任公司支付
CT_000050,RECEIVES,TXN_IN_0025,CUS_017,Transaction,Company,收款-国家能源投资集团有限责任公司收到上海振华重工(集团)股份有限公司付款
CT_000051,PAYS,SUP_012,TXN_IN_0026,Company,Transaction,付款-上海振华重工(集团)股份有限公司向国家能源投资集团有限责任公司支付
CT_000052,RECEIVES,TXN_IN_0026,CUS_017,Transaction,Company,收款-国家能源投资集团有限责任公司收到上海振华重工(集团)股份有限公司付款
CT_000053,PAYS,SUP_028,TXN_IN_0027,Company,Transaction,付款-福耀玻璃工业集团股份有限公司向中国石油集团资本股份有限公司支付
CT_000054,RECEIVES,TXN_IN_0027,CUS_012,Transaction,Company,收款-中国石油集团资本股份有限公司收到福耀玻璃工业集团股份有限公司付款
CT_000055,PAYS,SUP_028,TXN_IN_0028,Company,Transaction,付款-福耀玻璃工业集团股份有限公司向中国石油集团资本股份有限公司支付
CT_000056,RECEIVES,TXN_IN_0028,CUS_012,Transaction,Company,收款-中国石油集团资本股份有限公司收到福耀玻璃工业集团股份有限公司付款
CT_000057,PAYS,SUP_025,TXN_IN_0029,Company,Transaction,付款-永兴特种材料科技股份有限公司向中建西部建设股份有限公司支付
CT_000058,RECEIVES,TXN_IN_0029,CUS_003,Transaction,Company,收款-中建西部建设股份有限公司收到永兴特种材料科技股份有限公司付款
CT_000059,PAYS,SUP_025,TXN_IN_0030,Company,Transaction,付款-永兴特种材料科技股份有限公司向中建西部建设股份有限公司支付
CT_000060,RECEIVES,TXN_IN_0030,CUS_003,Transaction,Company,收款-中建西部建设股份有限公司收到永兴特种材料科技股份有限公司付款
CT_000061,PAYS,ORG_002,TXN_OUT_0001,Company,Transaction,付款-中国建筑股份有限公司向宝山钢铁股份有限公司支付
CT_000062,RECEIVES,TXN_OUT_0001,SUP_001,Transaction,Company,收款-宝山钢铁股份有限公司收到中国建筑股份有限公司付款
CT_000063,PAYS,ORG_002,TXN_OUT_0002,Company,Transaction,付款-中国建筑股份有限公司向宝山钢铁股份有限公司支付
CT_000064,RECEIVES,TXN_OUT_0002,SUP_001,Transaction,Company,收款-宝山钢铁股份有限公司收到中国建筑股份有限公司付款
CT_000065,PAYS,ORG_002,TXN_OUT_0003,Company,Transaction,付款-中国建筑股份有限公司向中国铝业股份有限公司支付
CT_000066,RECEIVES,TXN_OUT_0003,SUP_002,Transaction,Company,收款-中国铝业股份有限公司收到中国建筑股份有限公司付款
CT_000067,PAYS,ORG_002,TXN_OUT_0004,Company,Transaction,付款-中国建筑股份有限公司向中国铝业股份有限公司支付
CT_000068,RECEIVES,TXN_OUT_0004,SUP_002,Transaction,Company,收款-中国铝业股份有限公司收到中国建筑股份有限公司付款
CT_000069,PAYS,ORG_002,TXN_OUT_0005,Company,Transaction,付款-中国建筑股份有限公司向紫金矿业集团股份有限公司支付
CT_000070,RECEIVES,TXN_OUT_0005,SUP_003,Transaction,Company,收款-紫金矿业集团股份有限公司收到中国建筑股份有限公司付款
CT_000071,PAYS,ORG_002,TXN_OUT_0006,Company,Transaction,付款-中国建筑股份有限公司向紫金矿业集团股份有限公司支付
CT_000072,RECEIVES,TXN_OUT_0006,SUP_003,Transaction,Company,收款-紫金矿业集团股份有限公司收到中国建筑股份有限公司付款
CT_000073,PAYS,ORG_002,TXN_OUT_0007,Company,Transaction,付款-中国建筑股份有限公司向江西铜业股份有限公司支付
CT_000074,RECEIVES,TXN_OUT_0007,SUP_004,Transaction,Company,收款-江西铜业股份有限公司收到中国建筑股份有限公司付款
CT_000075,PAYS,ORG_002,TXN_OUT_0008,Company,Transaction,付款-中国建筑股份有限公司向江西铜业股份有限公司支付
CT_000076,RECEIVES,TXN_OUT_0008,SUP_004,Transaction,Company,收款-江西铜业股份有限公司收到中国建筑股份有限公司付款
CT_000077,PAYS,ORG_002,TXN_OUT_0009,Company,Transaction,付款-中国建筑股份有限公司向中国北方稀土(集团)高科技股份有限公司支付
CT_000078,RECEIVES,TXN_OUT_0009,SUP_005,Transaction,Company,收款-中国北方稀土(集团)高科技股份有限公司收到中国建筑股份有限公司付款
CT_000079,PAYS,ORG_002,TXN_OUT_0010,Company,Transaction,付款-中国建筑股份有限公司向中国北方稀土(集团)高科技股份有限公司支付
CT_000080,RECEIVES,TXN_OUT_0010,SUP_005,Transaction,Company,收款-中国北方稀土(集团)高科技股份有限公司收到中国建筑股份有限公司付款
CT_000081,PAYS,ORG_005,TXN_OUT_0011,Company,Transaction,付款-国家电网有限公司向特变电工股份有限公司支付
CT_000082,RECEIVES,TXN_OUT_0011,SUP_011,Transaction,Company,收款-特变电工股份有限公司收到国家电网有限公司付款
CT_000083,PAYS,ORG_005,TXN_OUT_0012,Company,Transaction,付款-国家电网有限公司向特变电工股份有限公司支付
CT_000084,RECEIVES,TXN_OUT_0012,SUP_011,Transaction,Company,收款-特变电工股份有限公司收到国家电网有限公司付款
CT_000085,PAYS,SUP_011,TXN_OUT_0013,Company,Transaction,付款-中国石油集团工程股份有限公司向宝山钢铁股份有限公司支付
CT_000086,RECEIVES,TXN_OUT_0013,CUS_001,Transaction,Company,收款-宝山钢铁股份有限公司收到中国石油集团工程股份有限公司付款
CT_000087,PAYS,SUP_011,TXN_OUT_0014,Company,Transaction,付款-中国石油集团工程股份有限公司向宝山钢铁股份有限公司支付
CT_000088,RECEIVES,TXN_OUT_0014,CUS_001,Transaction,Company,收款-宝山钢铁股份有限公司收到中国石油集团工程股份有限公司付款
CT_000089,PAYS,CUS_001,TXN_OUT_0015,Company,Transaction,付款-中国建筑集团有限公司向中国北方稀土(集团)高科技股份有限公司支付
CT_000090,RECEIVES,TXN_OUT_0015,ORG_005,Transaction,Company,收款-中国北方稀土(集团)高科技股份有限公司收到中国建筑集团有限公司付款
CT_000091,PAYS,CUS_001,TXN_OUT_0016,Company,Transaction,付款-中国建筑集团有限公司向中国北方稀土(集团)高科技股份有限公司支付
CT_000092,RECEIVES,TXN_OUT_0016,ORG_005,Transaction,Company,收款-中国北方稀土(集团)高科技股份有限公司收到中国建筑集团有限公司付款
CT_000093,PAYS,CUS_016,TXN_OUT_0017,Company,Transaction,付款-株洲时代新材料科技股份有限公司向中国有色金属建设股份有限公司支付
CT_000094,RECEIVES,TXN_OUT_0017,SUP_009,Transaction,Company,收款-中国有色金属建设股份有限公司收到株洲时代新材料科技股份有限公司付款
CT_000095,PAYS,CUS_016,TXN_OUT_0018,Company,Transaction,付款-株洲时代新材料科技股份有限公司向中国有色金属建设股份有限公司支付
CT_000096,RECEIVES,TXN_OUT_0018,SUP_009,Transaction,Company,收款-中国有色金属建设股份有限公司收到株洲时代新材料科技股份有限公司付款
CT_000097,PAYS,ORG_002,TXN_OUT_0019,Company,Transaction,付款-中国建筑股份有限公司向广联达科技股份有限公司支付
CT_000098,RECEIVES,TXN_OUT_0019,SUP_022,Transaction,Company,收款-广联达科技股份有限公司收到中国建筑股份有限公司付款
CT_000099,PAYS,ORG_002,TXN_OUT_0020,Company,Transaction,付款-中国建筑股份有限公司向广联达科技股份有限公司支付
CT_000100,RECEIVES,TXN_OUT_0020,SUP_022,Transaction,Company,收款-广联达科技股份有限公司收到中国建筑股份有限公司付款
CT_000101,PAYS,CUS_022,TXN_OUT_0021,Company,Transaction,付款-金科地产向东方电气股份有限公司支付
CT_000102,RECEIVES,TXN_OUT_0021,SUP_017,Transaction,Company,收款-东方电气股份有限公司收到金科地产付款
CT_000103,PAYS,CUS_022,TXN_OUT_0022,Company,Transaction,付款-金科地产向东方电气股份有限公司支付
CT_000104,RECEIVES,TXN_OUT_0022,SUP_017,Transaction,Company,收款-东方电气股份有限公司收到金科地产付款
CT_000105,PAYS,ORG_013,TXN_OUT_0023,Company,Transaction,付款-中国中车集团有限公司向永兴特种材料科技股份有限公司支付
CT_000106,RECEIVES,TXN_OUT_0023,SUP_025,Transaction,Company,收款-永兴特种材料科技股份有限公司收到中国中车集团有限公司付款
CT_000107,PAYS,ORG_013,TXN_OUT_0024,Company,Transaction,付款-中国中车集团有限公司向永兴特种材料科技股份有限公司支付
CT_000108,RECEIVES,TXN_OUT_0024,SUP_025,Transaction,Company,收款-永兴特种材料科技股份有限公司收到中国中车集团有限公司付款
CT_000109,PAYS,CUS_017,TXN_OUT_0025,Company,Transaction,付款-国家能源投资集团有限责任公司向上海振华重工(集团)股份有限公司支付
CT_000110,RECEIVES,TXN_OUT_0025,SUP_012,Transaction,Company,收款-上海振华重工(集团)股份有限公司收到国家能源投资集团有限责任公司付款
CT_000111,PAYS,CUS_017,TXN_OUT_0026,Company,Transaction,付款-国家能源投资集团有限责任公司向上海振华重工(集团)股份有限公司支付
CT_000112,RECEIVES,TXN_OUT_0026,SUP_012,Transaction,Company,收款-上海振华重工(集团)股份有限公司收到国家能源投资集团有限责任公司付款
CT_000113,PAYS,CUS_012,TXN_OUT_0027,Company,Transaction,付款-中国石油集团资本股份有限公司向福耀玻璃工业集团股份有限公司支付
CT_000114,RECEIVES,TXN_OUT_0027,SUP_028,Transaction,Company,收款-福耀玻璃工业集团股份有限公司收到中国石油集团资本股份有限公司付款
CT_000115,PAYS,CUS_012,TXN_OUT_0028,Company,Transaction,付款-中国石油集团资本股份有限公司向福耀玻璃工业集团股份有限公司支付
CT_000116,RECEIVES,TXN_OUT_0028,SUP_028,Transaction,Company,收款-福耀玻璃工业集团股份有限公司收到中国石油集团资本股份有限公司付款
CT_000117,PAYS,CUS_003,TXN_OUT_0029,Company,Transaction,付款-中建西部建设股份有限公司向永兴特种材料科技股份有限公司支付
CT_000118,RECEIVES,TXN_OUT_0029,SUP_025,Transaction,Company,收款-永兴特种材料科技股份有限公司收到中建西部建设股份有限公司付款
CT_000119,PAYS,CUS_003,TXN_OUT_0030,Company,Transaction,付款-中建西部建设股份有限公司向永兴特种材料科技股份有限公司支付
CT_000120,RECEIVES,TXN_OUT_0030,SUP_025,Transaction,Company,收款-永兴特种材料科技股份有限公司收到中建西部建设股份有限公司付款
