edge_id,edge_type,from_node,to_node,from_type,to_type,properties
PARTY_0089,PARTY_A,ORG_019,CON_045,Company,Contract,甲方-国电电力发展股份有限公司
PARTY_0090,PARTY_B,CUS_022,CON_045,Company,Contract,乙方-杭州滨江房产集团股份有限公司
PARTY_0091,PARTY_A,ORG_009,CON_046,Company,Contract,甲方-中国石油天然气集团有限公司
PARTY_0092,PARTY_B,CP_006,CON_046,Company,Contract,乙方-河南省中工设计研究院集团股份有限公司
PARTY_0093,PARTY_A,CUS_005,CON_047,Company,Contract,甲方-中国冶金科工股份有限公司
PARTY_0094,PARTY_B,CUS_027,CON_047,Company,Contract,乙方-上海陆家嘴金融贸易区开发股份有限公司
PARTY_0095,PARTY_A,CUS_001,CON_048,Company,Contract,甲方-中国建筑股份有限公司
PARTY_0096,PARTY_B,CUS_020,CON_048,Company,Contract,乙方-珠海珠免集团股份有限公司
PARTY_0097,PARTY_A,CUS_004,CON_049,Company,Contract,甲方-中国交通建设股份有限公司
PARTY_0098,PARTY_B,CUS_028,CON_049,Company,Contract,乙方-苏宁环球股份有限公司
PARTY_0099,PARTY_A,ORG_017,CON_050,Company,Contract,甲方-国家能源投资集团有限责任公司
PARTY_0100,PARTY_B,SUP_029,CON_050,Company,Contract,乙方-中国振华(集团)科技股份有限公司
PARTY_0101,PARTY_A,CUS_006,CON_051,Company,Contract,甲方-中国电力建设股份有限公司
PARTY_0102,PARTY_B,SUP_027,CON_051,Company,Contract,乙方-福建三钢闽光股份有限公司
PARTY_0103,PARTY_A,ORG_017,CON_052,Company,Contract,甲方-国家能源投资集团有限责任公司
PARTY_0104,PARTY_B,CUS_019,CON_052,Company,Contract,乙方-衢州信安发展股份有限公司
PARTY_0105,PARTY_A,ORG_019,CON_053,Company,Contract,甲方-国电电力发展股份有限公司
PARTY_0106,PARTY_B,SUP_003,CON_053,Company,Contract,乙方-紫金矿业集团股份有限公司
PARTY_0107,PARTY_A,CUS_010,CON_054,Company,Contract,甲方-中国中车股份有限公司
PARTY_0108,PARTY_B,CUS_029,CON_054,Company,Contract,乙方-北京万通新发展集团股份有限公司
PARTY_0109,PARTY_A,ORG_013,CON_055,Company,Contract,甲方-中国中车集团有限公司
PARTY_0110,PARTY_B,CUS_030,CON_055,Company,Contract,乙方-恒大地产集团有限公司
PARTY_0111,PARTY_A,CUS_003,CON_056,Company,Contract,甲方-中国中铁股份有限公司
PARTY_0112,PARTY_B,SUP_001,CON_056,Company,Contract,乙方-宝山钢铁股份有限公司
PARTY_0113,PARTY_A,ORG_007,CON_057,Company,Contract,甲方-国网信息通信股份有限公司
PARTY_0114,PARTY_B,CP_001,CON_057,Company,Contract,乙方-华东建筑集团股份有限公司
PARTY_0115,PARTY_A,CUS_028,CON_058,Company,Contract,甲方-苏宁环球股份有限公司
PARTY_0116,PARTY_B,CUS_023,CON_058,Company,Contract,乙方-金科地产集团股份有限公司
PARTY_0117,PARTY_A,CUS_024,CON_059,Company,Contract,甲方-金融街控股股份有限公司
PARTY_0118,PARTY_B,SUP_005,CON_059,Company,Contract,乙方-中国北方稀土(集团)高科技股份有限公司
PARTY_0119,PARTY_A,ORG_019,CON_060,Company,Contract,甲方-国电电力发展股份有限公司
PARTY_0120,PARTY_B,CUS_011,CON_060,Company,Contract,乙方-万科企业股份有限公司
PARTY_0121,PARTY_A,CUS_003,CON_061,Company,Contract,甲方-中国中铁股份有限公司
PARTY_0122,PARTY_B,SUP_024,CON_061,Company,Contract,乙方-浙江久立特材科技股份有限公司
PARTY_0123,PARTY_A,ORG_001,CON_062,Company,Contract,甲方-中国建筑集团有限公司
PARTY_0124,PARTY_B,CP_001,CON_062,Company,Contract,乙方-华东建筑集团股份有限公司
PARTY_0125,PARTY_A,CUS_011,CON_063,Company,Contract,甲方-万科企业股份有限公司
PARTY_0126,PARTY_B,SUP_029,CON_063,Company,Contract,乙方-中国振华(集团)科技股份有限公司
PARTY_0127,PARTY_A,ORG_017,CON_064,Company,Contract,甲方-国家能源投资集团有限责任公司
PARTY_0128,PARTY_B,CP_005,CON_064,Company,Contract,乙方-深圳市建筑科学研究院股份有限公司
PARTY_0129,PARTY_A,ORG_006,CON_065,Company,Contract,甲方-国网英大股份有限公司
PARTY_0130,PARTY_B,CP_005,CON_065,Company,Contract,乙方-深圳市建筑科学研究院股份有限公司
PARTY_0131,PARTY_A,ORG_006,CON_066,Company,Contract,甲方-国网英大股份有限公司
PARTY_0132,PARTY_B,CP_007,CON_066,Company,Contract,乙方-汉嘉设计集团股份有限公司
PARTY_0133,PARTY_A,CUS_006,CON_067,Company,Contract,甲方-中国电力建设股份有限公司
PARTY_0134,PARTY_B,CUS_020,CON_067,Company,Contract,乙方-珠海珠免集团股份有限公司
PARTY_0135,PARTY_A,ORG_001,CON_068,Company,Contract,甲方-中国建筑集团有限公司
PARTY_0136,PARTY_B,CP_009,CON_068,Company,Contract,乙方-启迪设计集团股份有限公司
PARTY_0137,PARTY_A,CUS_018,CON_069,Company,Contract,甲方-北京城建投资发展股份有限公司
PARTY_0138,PARTY_B,CP_001,CON_069,Company,Contract,乙方-华东建筑集团股份有限公司
PARTY_0139,PARTY_A,ORG_012,CON_070,Company,Contract,甲方-中国石油集团资本股份有限公司
PARTY_0140,PARTY_B,CUS_023,CON_070,Company,Contract,乙方-金科地产集团股份有限公司
PARTY_0141,PARTY_A,CUS_023,CON_071,Company,Contract,甲方-金科地产集团股份有限公司
PARTY_0142,PARTY_B,SUP_001,CON_071,Company,Contract,乙方-宝山钢铁股份有限公司
PARTY_0143,PARTY_A,CUS_003,CON_072,Company,Contract,甲方-中国中铁股份有限公司
PARTY_0144,PARTY_B,CUS_030,CON_072,Company,Contract,乙方-恒大地产集团有限公司
PARTY_0145,PARTY_A,ORG_009,CON_073,Company,Contract,甲方-中国石油天然气集团有限公司
PARTY_0146,PARTY_B,CP_007,CON_073,Company,Contract,乙方-汉嘉设计集团股份有限公司
PARTY_0147,PARTY_A,ORG_004,CON_074,Company,Contract,甲方-中建环能科技股份有限公司
PARTY_0148,PARTY_B,CP_005,CON_074,Company,Contract,乙方-深圳市建筑科学研究院股份有限公司
PARTY_0149,PARTY_A,CUS_024,CON_075,Company,Contract,甲方-金融街控股股份有限公司
PARTY_0150,PARTY_B,SUP_023,CON_075,Company,Contract,乙方-苏州金螳螂建筑装饰股份有限公司
PARTY_0151,PARTY_A,CUS_025,CON_076,Company,Contract,甲方-北京首都开发股份有限公司
PARTY_0152,PARTY_B,CUS_015,CON_076,Company,Contract,乙方-绿地控股集团股份有限公司
PARTY_0153,PARTY_A,ORG_006,CON_077,Company,Contract,甲方-国网英大股份有限公司
PARTY_0154,PARTY_B,CP_002,CON_077,Company,Contract,乙方-苏州市建筑科学研究院集团股份有限公司
PARTY_0155,PARTY_A,CUS_027,CON_078,Company,Contract,甲方-上海陆家嘴金融贸易区开发股份有限公司
PARTY_0156,PARTY_B,CP_008,CON_078,Company,Contract,乙方-海波重型工程科技股份有限公司
PARTY_0157,PARTY_A,ORG_001,CON_079,Company,Contract,甲方-中国建筑集团有限公司
PARTY_0158,PARTY_B,SUP_028,CON_079,Company,Contract,乙方-福耀玻璃工业集团股份有限公司
PARTY_0159,PARTY_A,ORG_012,CON_080,Company,Contract,甲方-中国石油集团资本股份有限公司
PARTY_0160,PARTY_B,SUP_017,CON_080,Company,Contract,乙方-东方电气股份有限公司
PARTY_0161,PARTY_A,CUS_017,CON_081,Company,Contract,甲方-珠海华发实业股份有限公司
PARTY_0162,PARTY_B,CP_010,CON_081,Company,Contract,乙方-河北中瓷电子科技股份有限公司
PARTY_0163,PARTY_A,ORG_006,CON_082,Company,Contract,甲方-国网英大股份有限公司
PARTY_0164,PARTY_B,SUP_027,CON_082,Company,Contract,乙方-福建三钢闽光股份有限公司
PARTY_0165,PARTY_A,CUS_028,CON_083,Company,Contract,甲方-苏宁环球股份有限公司
PARTY_0166,PARTY_B,CUS_027,CON_083,Company,Contract,乙方-上海陆家嘴金融贸易区开发股份有限公司
PARTY_0167,PARTY_A,CUS_001,CON_084,Company,Contract,甲方-中国建筑股份有限公司
PARTY_0168,PARTY_B,CUS_023,CON_084,Company,Contract,乙方-金科地产集团股份有限公司
PARTY_0169,PARTY_A,ORG_012,CON_085,Company,Contract,甲方-中国石油集团资本股份有限公司
PARTY_0170,PARTY_B,SUP_026,CON_085,Company,Contract,乙方-北新集团建材股份有限公司
PARTY_0171,PARTY_A,CUS_015,CON_086,Company,Contract,甲方-绿地控股集团股份有限公司
PARTY_0172,PARTY_B,CP_009,CON_086,Company,Contract,乙方-启迪设计集团股份有限公司
PARTY_0173,PARTY_A,CUS_023,CON_087,Company,Contract,甲方-金科地产集团股份有限公司
PARTY_0174,PARTY_B,CP_005,CON_087,Company,Contract,乙方-深圳市建筑科学研究院股份有限公司
PARTY_0175,PARTY_A,CUS_017,CON_088,Company,Contract,甲方-珠海华发实业股份有限公司
PARTY_0176,PARTY_B,CUS_022,CON_088,Company,Contract,乙方-杭州滨江房产集团股份有限公司
PARTY_0177,PARTY_A,CUS_003,CON_089,Company,Contract,甲方-中国中铁股份有限公司
PARTY_0178,PARTY_B,CUS_029,CON_089,Company,Contract,乙方-北京万通新发展集团股份有限公司
PARTY_0179,PARTY_A,CUS_030,CON_090,Company,Contract,甲方-恒大地产集团有限公司
PARTY_0180,PARTY_B,CUS_026,CON_090,Company,Contract,乙方-南京栖霞建设股份有限公司
PARTY_0181,PARTY_A,ORG_002,CON_091,Company,Contract,甲方-中国建筑股份有限公司
PARTY_0182,PARTY_B,CP_004,CON_091,Company,Contract,乙方-苏交科集团股份有限公司
PARTY_0183,PARTY_A,ORG_014,CON_092,Company,Contract,甲方-中国中车股份有限公司
PARTY_0184,PARTY_B,CP_010,CON_092,Company,Contract,乙方-河北中瓷电子科技股份有限公司
PARTY_0185,PARTY_A,ORG_002,CON_093,Company,Contract,甲方-中国建筑股份有限公司
PARTY_0186,PARTY_B,CP_007,CON_093,Company,Contract,乙方-汉嘉设计集团股份有限公司
PARTY_0187,PARTY_A,ORG_020,CON_094,Company,Contract,甲方-龙源电力集团股份有限公司
PARTY_0188,PARTY_B,SUP_018,CON_094,Company,Contract,乙方-国电南瑞科技股份有限公司
PARTY_0189,PARTY_A,CUS_025,CON_095,Company,Contract,甲方-北京首都开发股份有限公司
PARTY_0190,PARTY_B,CUS_013,CON_095,Company,Contract,乙方-招商局蛇口工业区控股股份有限公司
PARTY_0191,PARTY_A,CUS_027,CON_096,Company,Contract,甲方-上海陆家嘴金融贸易区开发股份有限公司
PARTY_0192,PARTY_B,CP_004,CON_096,Company,Contract,乙方-苏交科集团股份有限公司
PARTY_0193,PARTY_A,CUS_012,CON_097,Company,Contract,甲方-保利发展控股集团股份有限公司
PARTY_0194,PARTY_B,CP_007,CON_097,Company,Contract,乙方-汉嘉设计集团股份有限公司
PARTY_0195,PARTY_A,ORG_011,CON_098,Company,Contract,甲方-中国石油集团工程股份有限公司
PARTY_0196,PARTY_B,CP_001,CON_098,Company,Contract,乙方-华东建筑集团股份有限公司
PARTY_0197,PARTY_A,CUS_030,CON_099,Company,Contract,甲方-恒大地产集团有限公司
PARTY_0198,PARTY_B,SUP_022,CON_099,Company,Contract,乙方-广联达科技股份有限公司
PARTY_0199,PARTY_A,ORG_011,CON_100,Company,Contract,甲方-中国石油集团工程股份有限公司
PARTY_0200,PARTY_B,CP_009,CON_100,Company,Contract,乙方-启迪设计集团股份有限公司
