edge_id,edge_type,from_node,to_node,from_type,to_type,properties
SUP_REL_0018,IS_SUPPLIER,SUP_012,CUS_017,Company,Company,供应商关系-上海振华重工(集团)股份有限公司为珠海华发实业股份有限公司提供服务
SUP_REL_0019,IS_SUPPLIER,SUP_005,ORG_017,Company,Company,供应商关系-中国北方稀土(集团)高科技股份有限公司为国家能源投资集团有限责任公司提供服务
SUP_REL_0020,IS_SUPPLIER,SUP_028,CUS_012,Company,Company,供应商关系-福耀玻璃工业集团股份有限公司为保利发展控股集团股份有限公司提供服务
SUP_REL_0021,IS_SUPPLIER,SUP_017,CUS_025,Company,Company,供应商关系-东方电气股份有限公司为北京首都开发股份有限公司提供服务
SUP_REL_0022,IS_SUPPLIER,SUP_030,CUS_015,Company,Company,供应商关系-万华化学集团股份有限公司为绿地控股集团股份有限公司提供服务
SUP_REL_0023,IS_SUPPLIER,SUP_002,ORG_001,Company,Company,供应商关系-中国铝业股份有限公司为中国建筑集团有限公司提供服务
SUP_REL_0024,IS_SUPPLIER,SUP_029,CUS_026,Company,Company,供应商关系-中国振华(集团)科技股份有限公司为南京栖霞建设股份有限公司提供服务
SUP_REL_0025,IS_SUPPLIER,SUP_025,CUS_003,Company,Company,供应商关系-永兴特种材料科技股份有限公司为中国中铁股份有限公司提供服务
SUP_REL_0026,IS_SUPPLIER,SUP_011,CUS_021,Company,Company,供应商关系-特变电工股份有限公司为华夏幸福基业股份有限公司提供服务
SUP_REL_0027,IS_SUPPLIER,SUP_021,CUS_029,Company,Company,供应商关系-北京东方雨虹防水技术股份有限公司为北京万通新发展集团股份有限公司提供服务
SUP_REL_0028,IS_SUPPLIER,SUP_018,ORG_007,Company,Company,供应商关系-国电南瑞科技股份有限公司为国网信息通信股份有限公司提供服务
SUP_REL_0029,IS_SUPPLIER,SUP_029,ORG_017,Company,Company,供应商关系-中国振华(集团)科技股份有限公司为国家能源投资集团有限责任公司提供服务
SUP_REL_0030,IS_SUPPLIER,SUP_027,CUS_006,Company,Company,供应商关系-福建三钢闽光股份有限公司为中国电力建设股份有限公司提供服务
SUP_REL_0031,IS_SUPPLIER,SUP_003,ORG_019,Company,Company,供应商关系-紫金矿业集团股份有限公司为国电电力发展股份有限公司提供服务
SUP_REL_0032,IS_SUPPLIER,SUP_001,CUS_003,Company,Company,供应商关系-宝山钢铁股份有限公司为中国中铁股份有限公司提供服务
SUP_REL_0033,IS_SUPPLIER,SUP_005,CUS_024,Company,Company,供应商关系-中国北方稀土(集团)高科技股份有限公司为金融街控股股份有限公司提供服务
SUP_REL_0034,IS_SUPPLIER,SUP_024,CUS_003,Company,Company,供应商关系-浙江久立特材科技股份有限公司为中国中铁股份有限公司提供服务
SUP_REL_0035,IS_SUPPLIER,SUP_029,CUS_011,Company,Company,供应商关系-中国振华(集团)科技股份有限公司为万科企业股份有限公司提供服务
SUP_REL_0036,IS_SUPPLIER,SUP_001,CUS_023,Company,Company,供应商关系-宝山钢铁股份有限公司为金科地产集团股份有限公司提供服务
SUP_REL_0037,IS_SUPPLIER,SUP_023,CUS_024,Company,Company,供应商关系-苏州金螳螂建筑装饰股份有限公司为金融街控股股份有限公司提供服务
SUP_REL_0038,IS_SUPPLIER,SUP_028,ORG_001,Company,Company,供应商关系-福耀玻璃工业集团股份有限公司为中国建筑集团有限公司提供服务
SUP_REL_0039,IS_SUPPLIER,SUP_017,ORG_012,Company,Company,供应商关系-东方电气股份有限公司为中国石油集团资本股份有限公司提供服务
SUP_REL_0040,IS_SUPPLIER,SUP_027,ORG_006,Company,Company,供应商关系-福建三钢闽光股份有限公司为国网英大股份有限公司提供服务
SUP_REL_0041,IS_SUPPLIER,SUP_026,ORG_012,Company,Company,供应商关系-北新集团建材股份有限公司为中国石油集团资本股份有限公司提供服务
SUP_REL_0042,IS_SUPPLIER,SUP_018,ORG_020,Company,Company,供应商关系-国电南瑞科技股份有限公司为龙源电力集团股份有限公司提供服务
SUP_REL_0043,IS_SUPPLIER,SUP_022,CUS_030,Company,Company,供应商关系-广联达科技股份有限公司为恒大地产集团有限公司提供服务
