edge_id,edge_type,from_node,to_node,from_type,to_type,properties
LP_0029,LEGAL_PERSON,USER_029,SUP_009,Person,Company,法人代表-中国有色金属建设股份有限公司
LP_0030,LEGAL_PERSON,USER_030,SUP_010,Person,Company,法人代表-中国巨石股份有限公司
LP_0031,LEGAL_PERSON,USER_031,SUP_011,Person,Company,法人代表-特变电工股份有限公司
LP_0032,LEGAL_PERSON,USER_032,SUP_012,Person,Company,法人代表-上海振华重工(集团)股份有限公司
LP_0033,LEGAL_PERSON,USER_033,SUP_013,Person,Company,法人代表-徐工集团工程机械股份有限公司
LP_0034,LEGAL_PERSON,USER_034,SUP_014,Person,Company,法人代表-中联重科股份有限公司
LP_0035,LEGAL_PERSON,USER_035,SUP_015,Person,Company,法人代表-三一重工股份有限公司
LP_0036,LEGAL_PERSON,USER_036,SUP_016,Person,Company,法人代表-上海电气集团股份有限公司
LP_0037,LEGAL_PERSON,USER_037,SUP_017,Person,Company,法人代表-东方电气股份有限公司
LP_0038,LEGAL_PERSON,USER_038,SUP_018,Person,Company,法人代表-国电南瑞科技股份有限公司
LP_0039,LEGAL_PERSON,USER_039,SUP_019,Person,Company,法人代表-中铁高新工业股份有限公司
LP_0040,LEGAL_PERSON,USER_040,SUP_020,Person,Company,法人代表-洛阳栾川钼业集团股份有限公司
LP_0041,LEGAL_PERSON,USER_041,SUP_021,Person,Company,法人代表-北京东方雨虹防水技术股份有限公司
LP_0042,LEGAL_PERSON,USER_042,SUP_022,Person,Company,法人代表-广联达科技股份有限公司
LP_0043,LEGAL_PERSON,USER_043,SUP_023,Person,Company,法人代表-苏州金螳螂建筑装饰股份有限公司
LP_0044,LEGAL_PERSON,USER_044,SUP_024,Person,Company,法人代表-浙江久立特材科技股份有限公司
LP_0045,LEGAL_PERSON,USER_045,SUP_025,Person,Company,法人代表-永兴特种材料科技股份有限公司
LP_0046,LEGAL_PERSON,USER_046,SUP_026,Person,Company,法人代表-北新集团建材股份有限公司
LP_0047,LEGAL_PERSON,USER_047,SUP_027,Person,Company,法人代表-福建三钢闽光股份有限公司
LP_0048,LEGAL_PERSON,USER_048,SUP_028,Person,Company,法人代表-福耀玻璃工业集团股份有限公司
LP_0049,LEGAL_PERSON,USER_049,SUP_029,Person,Company,法人代表-中国振华(集团)科技股份有限公司
LP_0050,LEGAL_PERSON,USER_050,SUP_030,Person,Company,法人代表-万华化学集团股份有限公司
LP_0051,LEGAL_PERSON,USER_051,CUS_001,Person,Company,法人代表-中国建筑股份有限公司
LP_0052,LEGAL_PERSON,USER_052,CUS_002,Person,Company,法人代表-中国铁建股份有限公司
LP_0053,LEGAL_PERSON,USER_053,CUS_003,Person,Company,法人代表-中国中铁股份有限公司
LP_0054,LEGAL_PERSON,USER_054,CUS_004,Person,Company,法人代表-中国交通建设股份有限公司
LP_0055,LEGAL_PERSON,USER_055,CUS_005,Person,Company,法人代表-中国冶金科工股份有限公司
LP_0056,LEGAL_PERSON,USER_056,CUS_006,Person,Company,法人代表-中国电力建设股份有限公司
LP_0057,LEGAL_PERSON,USER_057,CUS_007,Person,Company,法人代表-中国能源建设股份有限公司
LP_0058,LEGAL_PERSON,USER_058,CUS_008,Person,Company,法人代表-中国化学工程股份有限公司
LP_0059,LEGAL_PERSON,USER_059,CUS_009,Person,Company,法人代表-宁波建工股份有限公司
LP_0060,LEGAL_PERSON,USER_060,CUS_010,Person,Company,法人代表-中国中车股份有限公司
LP_0061,LEGAL_PERSON,USER_061,CUS_011,Person,Company,法人代表-万科企业股份有限公司
LP_0062,LEGAL_PERSON,USER_062,CUS_012,Person,Company,法人代表-保利发展控股集团股份有限公司
LP_0063,LEGAL_PERSON,USER_063,CUS_013,Person,Company,法人代表-招商局蛇口工业区控股股份有限公司
LP_0064,LEGAL_PERSON,USER_064,CUS_014,Person,Company,法人代表-深圳华侨城股份有限公司
LP_0065,LEGAL_PERSON,USER_065,CUS_015,Person,Company,法人代表-绿地控股集团股份有限公司
LP_0066,LEGAL_PERSON,USER_066,CUS_016,Person,Company,法人代表-金地(集团)股份有限公司
LP_0067,LEGAL_PERSON,USER_067,CUS_017,Person,Company,法人代表-珠海华发实业股份有限公司
LP_0068,LEGAL_PERSON,USER_068,CUS_018,Person,Company,法人代表-北京城建投资发展股份有限公司
LP_0069,LEGAL_PERSON,USER_069,CUS_019,Person,Company,法人代表-衢州信安发展股份有限公司
LP_0070,LEGAL_PERSON,USER_070,CUS_020,Person,Company,法人代表-珠海珠免集团股份有限公司
LP_0071,LEGAL_PERSON,USER_071,CUS_021,Person,Company,法人代表-华夏幸福基业股份有限公司
LP_0072,LEGAL_PERSON,USER_072,CUS_022,Person,Company,法人代表-杭州滨江房产集团股份有限公司
LP_0073,LEGAL_PERSON,USER_073,CUS_023,Person,Company,法人代表-金科地产集团股份有限公司
LP_0074,LEGAL_PERSON,USER_074,CUS_024,Person,Company,法人代表-金融街控股股份有限公司
LP_0075,LEGAL_PERSON,USER_075,CUS_025,Person,Company,法人代表-北京首都开发股份有限公司
LP_0076,LEGAL_PERSON,USER_076,CUS_026,Person,Company,法人代表-南京栖霞建设股份有限公司
LP_0077,LEGAL_PERSON,USER_077,CUS_027,Person,Company,法人代表-上海陆家嘴金融贸易区开发股份有限公司
LP_0078,LEGAL_PERSON,USER_078,CUS_028,Person,Company,法人代表-苏宁环球股份有限公司
LP_0079,LEGAL_PERSON,USER_079,CUS_029,Person,Company,法人代表-北京万通新发展集团股份有限公司
LP_0080,LEGAL_PERSON,USER_080,CUS_030,Person,Company,法人代表-恒大地产集团有限公司
LP_0081,LEGAL_PERSON,USER_071,CP_001,Person,Company,法人代表-华东建筑集团股份有限公司
LP_0082,LEGAL_PERSON,USER_072,CP_002,Person,Company,法人代表-苏州市建筑科学研究院集团股份有限公司
LP_0083,LEGAL_PERSON,USER_073,CP_003,Person,Company,法人代表-中工国际工程股份有限公司
LP_0084,LEGAL_PERSON,USER_074,CP_004,Person,Company,法人代表-苏交科集团股份有限公司
LP_0085,LEGAL_PERSON,USER_075,CP_005,Person,Company,法人代表-深圳市建筑科学研究院股份有限公司
LP_0086,LEGAL_PERSON,USER_076,CP_006,Person,Company,法人代表-河南省中工设计研究院集团股份有限公司
LP_0087,LEGAL_PERSON,USER_077,CP_007,Person,Company,法人代表-汉嘉设计集团股份有限公司
LP_0088,LEGAL_PERSON,USER_078,CP_008,Person,Company,法人代表-海波重型工程科技股份有限公司
LP_0089,LEGAL_PERSON,USER_079,CP_009,Person,Company,法人代表-启迪设计集团股份有限公司
LP_0090,LEGAL_PERSON,USER_080,CP_010,Person,Company,法人代表-河北中瓷电子科技股份有限公司
