edge_id,edge_type,from_node,to_node,from_type,to_type,properties
LP_0023,LEGAL_PERSON,USER_023,SUP_003,Person,Company,法人代表关系-盛达水泥制造
LP_0024,LEGAL_PERSON,USER_024,SUP_004,Person,Company,法人代表关系-鑫源建筑材料
LP_0025,LEGAL_PERSON,USER_025,SUP_005,Person,Company,法人代表关系-宏图机械设备
LP_0026,LEGAL_PERSON,USER_015,SUP_006,Person,Company,法人代表关系-天成电气设备
LP_0027,LEGAL_PERSON,USER_024,SUP_007,Person,Company,法人代表关系-瑞丰五金制品
LP_0028,LEGAL_PERSON,USER_028,SUP_008,Person,Company,法人代表关系-博达工程机械
LP_0029,LEGAL_PERSON,USER_029,SUP_009,Person,Company,法人代表关系-金石建材供应
LP_0030,LEGAL_PERSON,USER_030,SUP_010,Person,Company,法人代表关系-永盛钢构工程
LP_0031,LEGAL_PERSON,USER_031,SUP_011,Person,Company,法人代表关系-中天建筑材料
LP_0032,LEGAL_PERSON,USER_032,SUP_012,Person,Company,法人代表关系-恒泰机电设备
LP_0033,LEGAL_PERSON,USER_033,SUP_013,Person,Company,法人代表关系-华强电力设备
LP_0034,LEGAL_PERSON,USER_034,SUP_014,Person,Company,法人代表关系-鼎盛建筑器材
LP_0035,LEGAL_PERSON,USER_035,SUP_015,Person,Company,法人代表关系-新世纪建材
LP_0036,LEGAL_PERSON,USER_017,SUP_016,Person,Company,法人代表关系-联创机械制造
LP_0037,LEGAL_PERSON,USER_007,SUP_017,Person,Company,法人代表关系-远大建筑材料
LP_0038,LEGAL_PERSON,USER_034,SUP_018,Person,Company,法人代表关系-兴业钢铁贸易
LP_0039,LEGAL_PERSON,USER_039,SUP_019,Person,Company,法人代表关系-诚信建材批发
LP_0040,LEGAL_PERSON,USER_040,SUP_020,Person,Company,法人代表关系-宏达机电设备
LP_0041,LEGAL_PERSON,USER_031,SUP_021,Person,Company,法人代表关系-锦绣建筑材料
LP_0042,LEGAL_PERSON,USER_042,SUP_022,Person,Company,法人代表关系-腾飞机械设备
LP_0043,LEGAL_PERSON,USER_043,SUP_023,Person,Company,法人代表关系-盛世建材集团
LP_0044,LEGAL_PERSON,USER_044,SUP_024,Person,Company,法人代表关系-华美电气设备
LP_0045,LEGAL_PERSON,USER_045,SUP_025,Person,Company,法人代表关系-金鼎建筑器材
LP_0046,LEGAL_PERSON,USER_046,SUP_026,Person,Company,法人代表关系-瑞祥机电设备
LP_0047,LEGAL_PERSON,USER_047,SUP_027,Person,Company,法人代表关系-天宇建材供应
LP_0048,LEGAL_PERSON,USER_048,SUP_028,Person,Company,法人代表关系-博瑞工程设备
LP_0049,LEGAL_PERSON,USER_049,SUP_029,Person,Company,法人代表关系-鑫达建筑材料
LP_0050,LEGAL_PERSON,USER_002,SUP_030,Person,Company,法人代表关系-恒信机械设备
LP_0051,LEGAL_PERSON,USER_051,CUS_001,Person,Company,法人代表关系-华润置地发展
LP_0052,LEGAL_PERSON,USER_052,CUS_002,Person,Company,法人代表关系-万科房地产
LP_0053,LEGAL_PERSON,USER_053,CUS_003,Person,Company,法人代表关系-碧桂园地产
LP_0054,LEGAL_PERSON,USER_054,CUS_004,Person,Company,法人代表关系-恒大地产集团
LP_0055,LEGAL_PERSON,USER_055,CUS_005,Person,Company,法人代表关系-融创中国地产
LP_0056,LEGAL_PERSON,USER_056,CUS_006,Person,Company,法人代表关系-保利发展控股
LP_0057,LEGAL_PERSON,USER_057,CUS_007,Person,Company,法人代表关系-中海地产集团
LP_0058,LEGAL_PERSON,USER_058,CUS_008,Person,Company,法人代表关系-龙湖地产
LP_0059,LEGAL_PERSON,USER_059,CUS_009,Person,Company,法人代表关系-绿地控股集团
LP_0060,LEGAL_PERSON,USER_060,CUS_010,Person,Company,法人代表关系-世茂房地产
LP_0061,LEGAL_PERSON,USER_061,CUS_011,Person,Company,法人代表关系-金地集团
LP_0062,LEGAL_PERSON,USER_062,CUS_012,Person,Company,法人代表关系-招商蛇口
LP_0063,LEGAL_PERSON,USER_063,CUS_013,Person,Company,法人代表关系-华夏幸福基业
LP_0064,LEGAL_PERSON,USER_064,CUS_014,Person,Company,法人代表关系-新城控股
LP_0065,LEGAL_PERSON,USER_065,CUS_015,Person,Company,法人代表关系-阳光城集团
LP_0066,LEGAL_PERSON,USER_066,CUS_016,Person,Company,法人代表关系-旭辉控股
LP_0067,LEGAL_PERSON,USER_055,CUS_017,Person,Company,法人代表关系-中南置地
LP_0068,LEGAL_PERSON,USER_068,CUS_018,Person,Company,法人代表关系-正荣地产
LP_0069,LEGAL_PERSON,USER_069,CUS_019,Person,Company,法人代表关系-禹洲集团
LP_0070,LEGAL_PERSON,USER_070,CUS_020,Person,Company,法人代表关系-佳兆业集团
LP_0071,LEGAL_PERSON,USER_071,CUS_021,Person,Company,法人代表关系-远洋地产
LP_0072,LEGAL_PERSON,USER_072,CUS_022,Person,Company,法人代表关系-金科地产
LP_0073,LEGAL_PERSON,USER_073,CUS_023,Person,Company,法人代表关系-荣盛发展
LP_0074,LEGAL_PERSON,USER_074,CUS_024,Person,Company,法人代表关系-泰禾集团
LP_0075,LEGAL_PERSON,USER_053,CUS_025,Person,Company,法人代表关系-富力地产
LP_0076,LEGAL_PERSON,USER_076,CUS_026,Person,Company,法人代表关系-雅居乐地产
LP_0077,LEGAL_PERSON,USER_077,CUS_027,Person,Company,法人代表关系-合景泰富
LP_0078,LEGAL_PERSON,USER_078,CUS_028,Person,Company,法人代表关系-奥园集团
LP_0079,LEGAL_PERSON,USER_079,CUS_029,Person,Company,法人代表关系-花样年控股
LP_0080,LEGAL_PERSON,USER_080,CUS_030,Person,Company,法人代表关系-当代置业
LP_0081,LEGAL_PERSON,USER_071,CP_001,Person,Company,法人代表关系-中建设计研究院
LP_0082,LEGAL_PERSON,USER_072,CP_002,Person,Company,法人代表关系-华东工程监理
LP_0083,LEGAL_PERSON,USER_073,CP_003,Person,Company,法人代表关系-建筑质量检测中心
LP_0084,LEGAL_PERSON,USER_074,CP_004,Person,Company,法人代表关系-工程造价咨询
LP_0085,LEGAL_PERSON,USER_053,CP_005,Person,Company,法人代表关系-建筑安全评估
LP_0086,LEGAL_PERSON,USER_076,CP_006,Person,Company,法人代表关系-环境影响评价
LP_0087,LEGAL_PERSON,USER_077,CP_007,Person,Company,法人代表关系-工程测绘服务
LP_0088,LEGAL_PERSON,USER_078,CP_008,Person,Company,法人代表关系-建筑法律咨询
LP_0089,LEGAL_PERSON,USER_079,CP_009,Person,Company,法人代表关系-工程保险代理
LP_0090,LEGAL_PERSON,USER_080,CP_010,Person,Company,法人代表关系-建筑金融服务
LEGAL_0091,LEGAL_PERSON,USER_073,SHELL_091,Person,Company,法人关系-刘杰担任空壳公司1-刘杰法人
LEGAL_0092,LEGAL_PERSON,USER_073,SHELL_092,Person,Company,法人关系-刘杰担任空壳公司2-刘杰法人
LEGAL_0093,LEGAL_PERSON,USER_073,SHELL_093,Person,Company,法人关系-刘杰担任空壳公司3-刘杰法人
LEGAL_0094,LEGAL_PERSON,USER_073,SHELL_094,Person,Company,法人关系-刘杰担任空壳公司4-刘杰法人
LEGAL_0095,LEGAL_PERSON,USER_073,COLL_095,Person,Company,法人关系-刘杰担任串通公司1-刘杰法人
LEGAL_0096,LEGAL_PERSON,USER_073,COLL_096,Person,Company,法人关系-刘杰担任串通公司2-刘杰法人
LEGAL_0097,LEGAL_PERSON,USER_073,COLL_097,Person,Company,法人关系-刘杰担任串通公司3-刘杰法人
